Country,City,Neighbourhood,Dominant Segments,Notable Communities,Spending Profile,Age Life Stage Skew,Student University Proximity,Day Night Pattern,Dietary Considerations,Product Recommendations,Summary,Confidence
HUN,Budapest,Óbuda,District III families; Óbuda residents; some Buda-side professionals,Hungarian majority; older urban fabric plus new apartments,Mixed to premium,30s-60s families and older residents,None immediate,Residential evenings; weekend Óbuda Market,None dominant; organic/kovász demand around Pipacs,Pipacs sourdough; Óbuda Market veg and pickles; family meat; short Casino Mocca set,"Wolt Market Óbuda (Fényes Adolf utca) should own Pipacs and Óbudai Piac. Do not copy Dél-Pest family-volume as the only story, and do not copy Keleti tourist paprika as the lead.",High
HUN,Óbuda,Óbuda,District III families; Óbuda residents; some Buda-side professionals,Hungarian majority; older urban fabric plus new apartments,Mixed to premium,30s-60s families and older residents,None immediate,Residential evenings; weekend Óbuda Market,None dominant; organic/kovász demand around Pipacs,Pipacs sourdough; Óbuda Market veg and pickles; family meat; short Casino Mocca set,"Wolt Market Óbuda (Fényes Adolf utca) should own Pipacs and Óbudai Piac. Do not copy Dél-Pest family-volume as the only story, and do not copy Keleti tourist paprika as the lead.",High
HUN,Budapest,Újbuda,District XI residents; professionals; Bartók Béla / Móricz mix,Hungarian majority; student spillover from BME; young professional mix,Mixed to premium,20s-40s professionals and students; some families,BME / ELTE Buda campuses nearby — student ranging matters,Café and campus daytime; residential evenings,Vegetarian/vegan emerging among students,Casino Mocca bags; weeknight veg; daily bread; student snacks; short MONYO set,Újbuda is in range of Wolt Market Buda (Daróczi út); the Újbuda warehouse is closed. Casino Mocca roasts here. Do not treat this as a live second Buda store.,High
HUN,Újbuda,Újbuda,District XI residents; professionals; Bartók Béla / Móricz mix,Hungarian majority; student spillover from BME; young professional mix,Mixed to premium,20s-40s professionals and students; some families,BME / ELTE Buda campuses nearby — student ranging matters,Café and campus daytime; residential evenings,Vegetarian/vegan emerging among students,Casino Mocca bags; weeknight veg; daily bread; student snacks; short MONYO set,Újbuda is in range of Wolt Market Buda (Daróczi út); the Újbuda warehouse is closed. Casino Mocca roasts here. Do not treat this as a live second Buda store.,High
HUN,Debrecen,Debrecen,Hajdúság families; students; civic-centre residents,Hungarian majority; large University of Debrecen student mix,Mid-range,20s students; 30s-50s families,University of Debrecen — student ranging matters,Student evening demand; market daytime; residential family cooking,None dominant,Debreczeni Sör; market veg; daily bread; family meat; student snacks; not MONYO as a 'local' win,Wolt Market Debrecen (Füredi út) should own Debreczeni Sör versus Dreher. Student volume plus Hajdúság produce. Do not copy Budapest specialty coffee as the lead.,High
HUN,Győr,Győr,Danube industrial-city families; Audi-area workers; some students,Hungarian majority; mixed-income industrial city; some international factory mix,Mid-range,30s-50s families and workers,Széchenyi István University in the wider city,Residential evenings; weekday commute,None dominant,Old Swan; Pannonhalma abbey beer and wine; market veg; daily bread; exclude Győri keksz,Wolt Market Győr (Amadé László utca) should own Pannonhalma as the in-range abbey listing versus Dreher and versus Győri keksz (national). This is not a Budapest coffee store.,High
HUN,Pécs,Pécs,University-city residents; Baranya families; Villány-weekend visitors,Hungarian majority; large student mix; some Croatian-border traffic,Mid-range,20s students; 30s-50s families,University of Pécs — student ranging matters,Student evening demand; market daytime,Vegetarian/vegan emerging among students,SteamCraft cans; Gere Villány wine; market veg; daily bread; student snacks,Wolt Market Pécs (Siklósi út) should own SteamCraft and Villány wine versus Dreher and versus Unicum as a 'local' win. Student volume plus Mecsek produce.,High
HUN,Szeged,Szeged,Tisza university-city families; students; southern Great Plain residents,Hungarian majority; large University of Szeged mix; some Serbian-border traffic,Mid-range,20s students; 30s-50s families,University of Szeged — student ranging matters,Student evening demand; market daytime; residential cooking,None dominant; paprika pantry is the ranging lead,Rubin paprika; Szögedi Sörfőzde; Tisza fish; market peppers; daily bread; exclude Pick,Wolt Market Szeged (Kálvária sugárút) should own Rubin paprika and Szögedi beer. Pick salami is national — keep it off the hyperlocal list. Tisza fish is the protein story.,High
HUN,Miskolc,Miskolc,Borsod families; students; Bükk-weekend visitors,Hungarian majority; mixed-income former industrial city; student mix,Mid-range,30s-50s families; 20s students,University of Miskolc nearby,Residential evenings; student spikes,None dominant,Market veg; daily bread; short Tokaj-foothills pantry; family meat; exclude Borsodi,"No live Wolt Market store yet. Miskolc is a first-store hypothesis: Bükk produce and a short Tokaj pantry, not a Budapest coffee wall and not Borsodi as a 'local' win. Country-level trends/search stand in until a store opens.",Medium
HUN,Budapest,Ferencváros,District IX residents; hall-adjacent families; some students,Hungarian majority; mixed inner-south-east,Mixed,20s-50s mixed,None immediate,Residential evenings; market daytime toward the hall,None dominant,Butter Brothers; Nagyvásárcsarnok produce as a short set; weeknight veg; daily bread,Ferencváros is in range of Keleti and Dél-Pest. Named bakery plus hall-adjacent grocery. Not a second Keleti warehouse.,High
HUN,Budapest,Józsefváros,District VIII families; station-adjacent residents,Hungarian majority; mixed inner-east,Mid-range,30s-50s mixed,None immediate,Station daytime; residential evenings,None dominant,Weeknight veg; daily bread; short Horizont set,Józsefváros is in range of Keleti. Family grocery around the station. Leave tourist paprika to the hall.,Medium
HUN,Budapest,Angyalföld,District XIII families; the closed Angyalföld warehouse still shapes ranging,Hungarian majority; mixed-income XIII,Mid-range,30s-50s families,None nearby,Residential evenings; Lehel Market daytime nearby,Some halal pockets in XIII,Lehel Market veg and meat; daily bread; short craft set,Angyalföld is in range of Lehel. The Angyalföld store is closed — range from Lehel út. Market-quality produce.,High
HUN,Budapest,Kispest,South-Pest families around Üllői / Határ út,Hungarian majority; family-heavy south-east,Mid-range,30s-50s family-heavy,None nearby,Residential evenings; weekday commute,None dominant,MONYO as a short set; family meat; daily bread; cooking veg,Kispest is in range of Dél-Pest (Üllői út 241). Family volume. MONYO stays the south-east beer hero.,Medium-High
HUN,Budapest,Újlipótváros,XIII/V cafe-district residents; professionals,Hungarian majority; young professional mix,Mixed to premium,20s-40s professionals,None immediate,Cafe daytime; residential evenings,Vegetarian emerging,Weeknight veg; short Casino Mocca set; daily bread; Lehel Market as the produce hero,Újlipótváros is in range of Lehel. Cafe-district grocery. Leave Nagyvásárcsarnok to Keleti.,Medium-High
HUN,Budapest,Csepel,Csepel Island families; industrial-south residents,Hungarian majority; working-family catchment,Mid-range to budget,30s-50s family-heavy,None nearby,Residential evenings; weekday commute,None dominant,Family meat; daily bread; cooking veg; short MONYO set,Csepel is in range of Dél-Pest. Family volume. Not a Buda coffee clone.,Medium
HUN,Debrecen,Nagyerdő,University-belt residents; Nagyerdő park apartments; students,Hungarian majority; large University of Debrecen mix,Mixed,20s students; 30s-50s families,University of Debrecen — student ranging matters,Student evening demand; park weekend traffic,Vegetarian emerging among students,Black Sheep bags; student snacks; Debreczeni Sör as a short set; weeknight veg,Nagyerdő is in range of the Debrecen store. Student grocery plus the local roast. Leave MONYO off this warehouse.,Medium
HUN,Szeged,Újszeged,Tisza-east residents; families across the river from the centre,Hungarian majority; mixed-income east-of-Tisza,Mid-range,30s-50s families; some students,University of Szeged spillover,Residential evenings,None dominant,Rubin paprika as a short set; weeknight veg; daily bread; Tisza fish as a short add-on,Újszeged is in range of Szeged. Family grocery across the river. Rubin stays the city SKU.,Medium
HUN,Ferencváros,Ferencváros,District IX residents; hall-adjacent families; some students,Hungarian majority; mixed inner-south-east,Mixed,20s-50s mixed,None immediate,Residential evenings; market daytime toward the hall,None dominant,Butter Brothers; Nagyvásárcsarnok produce as a short set; weeknight veg; daily bread,Ferencváros is in range of Keleti and Dél-Pest. Named bakery plus hall-adjacent grocery. Not a second Keleti warehouse.,High
HUN,Józsefváros,Józsefváros,District VIII families; station-adjacent residents,Hungarian majority; mixed inner-east,Mid-range,30s-50s mixed,None immediate,Station daytime; residential evenings,None dominant,Weeknight veg; daily bread; short Horizont set,Józsefváros is in range of Keleti. Family grocery around the station. Leave tourist paprika to the hall.,Medium
HUN,Angyalföld,Angyalföld,District XIII families; the closed Angyalföld warehouse still shapes ranging,Hungarian majority; mixed-income XIII,Mid-range,30s-50s families,None nearby,Residential evenings; Lehel Market daytime nearby,Some halal pockets in XIII,Lehel Market veg and meat; daily bread; short craft set,Angyalföld is in range of Lehel. The Angyalföld store is closed — range from Lehel út. Market-quality produce.,High
HUN,Kispest,Kispest,South-Pest families around Üllői / Határ út,Hungarian majority; family-heavy south-east,Mid-range,30s-50s family-heavy,None nearby,Residential evenings; weekday commute,None dominant,MONYO as a short set; family meat; daily bread; cooking veg,Kispest is in range of Dél-Pest (Üllői út 241). Family volume. MONYO stays the south-east beer hero.,Medium-High
HUN,Újlipótváros,Újlipótváros,XIII/V cafe-district residents; professionals,Hungarian majority; young professional mix,Mixed to premium,20s-40s professionals,None immediate,Cafe daytime; residential evenings,Vegetarian emerging,Weeknight veg; short Casino Mocca set; daily bread; Lehel Market as the produce hero,Újlipótváros is in range of Lehel. Cafe-district grocery. Leave Nagyvásárcsarnok to Keleti.,Medium-High
HUN,Csepel,Csepel,Csepel Island families; industrial-south residents,Hungarian majority; working-family catchment,Mid-range to budget,30s-50s family-heavy,None nearby,Residential evenings; weekday commute,None dominant,Family meat; daily bread; cooking veg; short MONYO set,Csepel is in range of Dél-Pest. Family volume. Not a Buda coffee clone.,Medium
HUN,Nagyerdő,Nagyerdő,University-belt residents; Nagyerdő park apartments; students,Hungarian majority; large University of Debrecen mix,Mixed,20s students; 30s-50s families,University of Debrecen — student ranging matters,Student evening demand; park weekend traffic,Vegetarian emerging among students,Black Sheep bags; student snacks; Debreczeni Sör as a short set; weeknight veg,Nagyerdő is in range of the Debrecen store. Student grocery plus the local roast. Leave MONYO off this warehouse.,Medium
HUN,Újszeged,Újszeged,Tisza-east residents; families across the river from the centre,Hungarian majority; mixed-income east-of-Tisza,Mid-range,30s-50s families; some students,University of Szeged spillover,Residential evenings,None dominant,Rubin paprika as a short set; weeknight veg; daily bread; Tisza fish as a short add-on,Újszeged is in range of Szeged. Family grocery across the river. Rubin stays the city SKU.,Medium
