Country,City,Category,Producer,Key Products/Specialties,Neighbourhood,Latitude,Longitude,Google Rating,Google Reviews,Instagram Followers,TikTok Followers,Website / IG,Email,Press Mentions,Selection Rationale,Photo URL,Photo Source
HUN,Budapest,Butcher Shop,Nagyvásárcsarnok butchers,"Counter meat, kolbász and hurka from the hall",Keleti,47.5005,19.0835,N/A,N/A,N/A,N/A,N/A,N/A,Great Market Hall meat halls,Centre-east protein with a market story. Family volume still belongs in Dél-Pest and Zugló.,N/A,N/A
HUN,Budapest,Bakery,Artizán,"Additive-free sourdough, pogácsa and baguette (Hold utca and Bécsi út)",Keleti,47.5005,19.0835,N/A,N/A,N/A,N/A,N/A,N/A,"Hold utca craft bakery; second shop on Bécsi út, Óbuda",Pest-side kovász listing versus chain bakeries. Óbuda can take Pipacs as the Buda-side sourdough.,N/A,N/A
HUN,Budapest,Delicatessen,Nagyvásárcsarnok paprika and pickle stalls,"Hungarian paprika, savanyúság and market pantry from the hall",Keleti,47.5005,19.0835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Grocery paprika and pickles from the hall, not only a tourist tin. Szeged still owns Rubin as the mill.",N/A,N/A
HUN,Budapest,Fruits & Vegetables,Lehel Market produce,"XIII district market fruit, herbs and cooking veg — the store sits on Lehel út",Lehel,47.5175,19.0605,N/A,N/A,N/A,N/A,N/A,N/A,Lehel Csarnok / Lehel Market,"Lehel is the pairing: warehouse on Lehel út, market next door. This is the Angyalföld produce standard.",N/A,N/A
HUN,Budapest,Butcher Shop,Lehel Market butchers,Market meat and kolbász from Lehel Csarnok,Lehel,47.5175,19.0605,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lehel protein. Halal-relevant pockets in XIII; do not copy Óbuda as a one-to-one set.,N/A,N/A
HUN,Budapest,Bakery,Lehel neighbourhood bakeries,Daily bread for Angyalföld / Lehel residents,Lehel,47.5175,19.0605,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XIII bread volume. Leave Artizán/Pipacs as a short add-on.,N/A,N/A
HUN,Budapest,Fruits & Vegetables,Bosnyák tér market produce,Zugló market fruit and cooking veg (Bosnyák piac),Zugló,47.5170,19.0895,N/A,N/A,N/A,N/A,N/A,N/A,"Bosnyák tér market, District XIV",Zugló produce standard versus supermarket loose veg. Leave Nagyvásárcsarnok tourist depth to Keleti.,N/A,N/A
HUN,Budapest,Bakery,Zugló neighbourhood bakeries,Daily bread and a short kovász set for Zugló families,Zugló,47.5170,19.0895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XIV family bread. Hero sourdough stays Artizán/Pipacs.,N/A,N/A
HUN,Budapest,Butcher Shop,Zugló neighbourhood butchers,Family meat and kolbász,Zugló,47.5170,19.0895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Zugló protein. Not a Great Market Hall deli.,N/A,N/A
HUN,Budapest,Bakery,Pipacs Pékség,"Organic sourdough bakery, café and farm shop (Reményi Ede utca, Óbuda)",Óbuda,47.5410,19.0460,N/A,N/A,N/A,N/A,https://pipacspekseg.hu/,N/A,Óbuda biopékség since 2014; farmers-market origins,The Óbuda sourdough listing versus chain bakeries. Buda warehouse can take a short set; Dél-Pest stays on daily bread.,N/A,N/A
HUN,Budapest,Fruits & Vegetables,Óbuda Market produce,"District III market fruit, herbs and Vecsés-style pickles",Óbuda,47.5410,19.0460,N/A,N/A,N/A,N/A,N/A,N/A,Óbudai Piac,"Óbuda produce standard. Pickles from the market as a grocery SKU, not only a stall.",N/A,N/A
HUN,Budapest,Butcher Shop,Óbuda Market butchers,Market meat from Óbudai Piac,Óbuda,47.5410,19.0460,N/A,N/A,N/A,N/A,N/A,N/A,N/A,III district protein. Pair with Pipacs; this is not a Keleti tourist hall.,N/A,N/A
HUN,Debrecen,Brewery,Debreczeni Sör,Family lager from Debrecen since 1991,Debrecen,47.5430,21.6390,N/A,N/A,N/A,N/A,https://debreczenisor.hu/,N/A,Debrecen family brewery since 1991,The Debrecen beer listing versus Dreher/Borsodi. Do not copy Budapest MONYO as the lead.,N/A,N/A
HUN,Debrecen,Fruits & Vegetables,Debrecen market produce,"Hajdúság fruit, herbs and cooking veg from the city market",Debrecen,47.5430,21.6390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Debrecen weeknight veg. Not a Budapest Nagyvásárcsarnok copy.,N/A,N/A
HUN,Debrecen,Bakery,Debrecen neighbourhood bakeries,Daily bread and a short kovász set,Debrecen,47.5430,21.6390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family bread volume. Leave Pipacs fashion off this warehouse's lead.,N/A,N/A
HUN,Debrecen,Butcher Shop,Debrecen neighbourhood butchers,"Pork, poultry and Debrecen-style sausage from local counters",Debrecen,47.5430,21.6390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Debrecen protein. Pair with Debreczeni Sör; this is not a Budapest craft-beer store.,N/A,N/A
HUN,Győr,Brewery,Old Swan Brewery,Győr craft beer since 2019,Győr,47.6849,17.6350,N/A,N/A,N/A,N/A,N/A,N/A,Győr microbrewery (SMSG Kft.),The Győr craft listing versus Dreher. Do not list Győri keksz — that is a national Mondelez biscuit.,N/A,N/A
HUN,Győr,Brewery,Pannonhalmi Apátsági Sörfőzde,"Abbey beer from Pannonhalma, in range of Győr",Győr,47.6849,17.6350,N/A,N/A,N/A,N/A,N/A,N/A,Pannonhalma Archabbey brewery (2020),"Second Győr-ranging beer: abbey bottles as grocery, not only a visitor SKU. Pannonhalma is in range of the Győr store.",N/A,N/A
HUN,Győr,Distillery,Pannonhalma Archabbey wines,Pannonhalma PDO wines from the abbey vineyard,Győr,47.6849,17.6350,N/A,N/A,N/A,N/A,N/A,N/A,Pannonhalmi Apátsági Pincészet,The Győr wine listing versus only imported bottles. Pair with abbey beer.,N/A,N/A
HUN,Győr,Fruits & Vegetables,Győr market produce,Kisalföld fruit and cooking vegetables,Győr,47.6849,17.6350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Győr weeknight veg. Not a Budapest piac copy.,N/A,N/A
HUN,Győr,Bakery,Győr neighbourhood bakeries,Daily bread for a Danube industrial city,Győr,47.6849,17.6350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family-plus-worker bread volume. Exclude Győri keksz from the hyperlocal list.,N/A,N/A
HUN,Pécs,Brewery,SteamCraft Brewery,Pécs craft beer since 2017,Pécs,46.0640,18.2325,N/A,N/A,N/A,N/A,https://www.steamcraft.hu/,N/A,Pécs microbrewery (Family-Drink Kft.),"The Pécs craft listing versus Dreher. City beer, not a Budapest MONYO clone.",N/A,N/A
HUN,Pécs,Distillery,Gere Tamás & Zsolt (Villány),"Villány wines from the Gere family, in range of Pécs",Pécs,46.0640,18.2325,N/A,N/A,N/A,N/A,https://www.gere.hu/,N/A,Villány family winery,"The Pécs wine listing. Villány is the ranging story, not a Budapest Unicum aisle (Zwack is national).",N/A,N/A
HUN,Pécs,Fruits & Vegetables,Pécs market produce,Mecsek / Baranya fruit and cooking veg,Pécs,46.0640,18.2325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pécs weeknight veg plus a short Villány set. Not a Szeged paprika clone.,N/A,N/A
HUN,Pécs,Bakery,Pécs neighbourhood bakeries,Daily bread for a university city,Pécs,46.0640,18.2325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Student-plus-family bread. University of Pécs ranging matters.,N/A,N/A
HUN,Szeged,Brewery,Szögedi Sörfőzde,Szeged craft beer since 2013,Szeged,46.2530,20.1410,N/A,N/A,N/A,N/A,N/A,N/A,Szeged microbrewery,The Szeged craft listing versus Dreher. Do not list Pick salami as hyperlocal — it is a national factory brand.,N/A,N/A
HUN,Szeged,Local Snacks,Rubin Szegedi Paprika,"Szeged-Szőreg spice paprika powders, grits and paprika seed oil",Szeged,46.2530,20.1410,N/A,N/A,N/A,N/A,https://rubinpaprika.com/,info@rubinpaprika.hu,Szeged-Szőreg paprika mill (Rubin Szegedi Fűszerpaprika),The Szeged grocery paprika versus a generic spice aisle. This is the city SKU. Pick remains excluded as national meat.,N/A,N/A
HUN,Szeged,Seafood Producers,Szeged / Tisza fish,Tisza fish for halászlé and weeknight cooking,Szeged,46.2530,20.1410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Szeged should own river fish. Cold chain. Hungary is landlocked — do not invent a sea-fish wall in Budapest.,N/A,N/A
HUN,Szeged,Fruits & Vegetables,Szeged market produce,"Southern Great Plain fruit, peppers and cooking veg",Szeged,46.2530,20.1410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Szeged produce plus paprika. Pair with Rubin; this is not a Budapest coffee store.,N/A,N/A
HUN,Szeged,Bakery,Szeged neighbourhood bakeries,Daily bread for a Tisza university city,Szeged,46.2530,20.1410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Student-plus-family bread volume.,N/A,N/A
HUN,Miskolc,Fruits & Vegetables,Miskolc market produce,Borsod / Bükk fruit and cooking vegetables,Miskolc,48.1034,20.7784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First-store Miskolc veg. Do not copy Budapest specialty coffee as the lead. No live WM store yet.,N/A,N/A
HUN,Miskolc,Bakery,Miskolc neighbourhood bakeries,Daily bread for a first Miskolc store,Miskolc,48.1034,20.7784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family bread volume. Exclude Borsodi — that is a national lager.,N/A,N/A
HUN,Miskolc,Local Snacks,Tokaj-foothills pantry (first store),"Short Tokaj wine and regional pantry set for a Miskolc first store, not a Budapest Unicum clone",Miskolc,48.1034,20.7784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Miskolc is closer to Tokaj than Budapest is. A first store can own a short regional wine/pantry set. Skip Borsodi and national pálinka factories.,N/A,N/A
HUN,Budapest,Brewery,Mad Scientist,Budapest experimental craft beer since 2016; cans and taproom,Keleti,47.5005,19.0835,N/A,N/A,N/A,N/A,https://madscientist.hu/,N/A,Budapest experimental brewery; export to 25+ countries,Third Budapest craft listing versus Dreher. Horizont stays Keleti's everyday craft; MONYO stays Dél-Pest.,N/A,N/A
HUN,Budapest,Bakery,Butter Brothers,"Ferencváros sourdough, croissants and viennoiserie (Lónyay utca)",Ferencváros,47.4760,19.0700,N/A,N/A,N/A,N/A,N/A,N/A,Lónyay utca bakery; We Love Budapest / specialty-coffee guides,Ferencváros is in range of Keleti and Dél-Pest. Named Pest-side bakery next to Artizán.,N/A,N/A
HUN,Budapest,Local Snacks,Vecsési savanyúság,"Vecsés fermented pickles as a grocery SKU, ranged into Dél-Pest",Dél-Pest,47.4550,19.1470,N/A,N/A,N/A,N/A,N/A,N/A,Vecsés pickle tradition; Óbuda Market already sells Vecsés-style pickles,"South-east Pest pickle listing. Grocery jars, not only a market stall.",N/A,N/A
HUN,Budapest,Delicatessen,Óbuda Market pickle and cheese stalls,Savanyúság and market dairy from Óbudai Piac,Óbuda,47.5410,19.0460,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Óbuda deli next to Pipacs. Pair with market produce.,N/A,N/A
HUN,Budapest,Local Snacks,Keleti market snacks and pogácsa,Pogácsa and packaged snacks next to Artizán,Keleti,47.5005,19.0835,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Inner-east snacks. Hero loaf stays Artizán.,N/A,N/A
HUN,Budapest,Fruits & Vegetables,Ferencváros produce shops,District IX fruit and cooking veg,Ferencváros,47.4760,19.0700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ferencváros is in range of Keleti and Dél-Pest. Weeknight veg; hall produce stays Nagyvásárcsarnok.,N/A,N/A
HUN,Budapest,Fruits & Vegetables,Józsefváros produce shops,District VIII fruit and cooking veg around Keleti,Józsefváros,47.4900,19.0720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Józsefváros is in range of Keleti. Family veg, not a tourist paprika wall.",N/A,N/A
HUN,Budapest,Fruits & Vegetables,Angyalföld produce shops,District XIII fruit north of Lehel Market,Angyalföld,47.5280,19.0690,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Angyalföld is in range of Lehel (closed Angyalföld warehouse). Market-quality veg from Lehel Csarnok.,N/A,N/A
HUN,Budapest,Bakery,Angyalföld neighbourhood bakeries,Daily bread for XIII families,Angyalföld,47.5280,19.0690,N/A,N/A,N/A,N/A,N/A,N/A,N/A,XIII bread volume. Leave Pipacs to Óbuda.,N/A,N/A
HUN,Budapest,Fruits & Vegetables,Kispest produce shops,South-Pest family fruit around the Dél-Pest warehouse,Kispest,47.4500,19.1400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kispest is in range of Dél-Pest. Family veg. MONYO stays the beer hero.,N/A,N/A
HUN,Budapest,Fruits & Vegetables,Újlipótváros produce shops,XIII/V border fruit and salad veg,Újlipótváros,47.5140,19.0500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Újlipótváros is in range of Lehel. Cafe-district veg; leave Nagyvásárcsarnok to Keleti.,N/A,N/A
HUN,Budapest,Fruits & Vegetables,Csepel produce shops,Island-south family fruit and cooking veg,Csepel,47.4200,19.0700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Csepel is in range of Dél-Pest. Family volume. Not a Buda coffee clone.,N/A,N/A
HUN,Budapest,Local Snacks,Buda pogácsa and family snacks,Packaged snacks for the Buda warehouse,Buda,47.4785,19.0415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Buda snack volume. Hero roast stays Casino Mocca.,N/A,N/A
HUN,Budapest,Delicatessen,Lehel Market dairy and pickle stalls,"Market cheese, túró and savanyúság from Lehel Csarnok",Lehel,47.5175,19.0605,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lehel deli next to the produce counters. Pair with the warehouse on Lehel út.,N/A,N/A
HUN,Debrecen,Coffee Roastery,Black Sheep Micro Roastery,Debrecen specialty roasting (Csapó utca),Debrecen,47.5430,21.6390,N/A,N/A,N/A,N/A,https://europeancoffeetrip.com/roaster/blacksheepcoffee/,N/A,European Coffee Trip; Debrecen micro-roastery,The Debrecen roast-at-home listing versus supermarket coffee. Do not copy Casino Mocca as the lead.,N/A,N/A
HUN,Debrecen,Distillery,Panyolai pálinka,Szabolcs fruit pálinka ranged into Debrecen,Debrecen,47.5430,21.6390,N/A,N/A,N/A,N/A,N/A,N/A,Panyolai fruit distillates,Hajdúság/Szabolcs spirits versus Zwack Unicum (national). Short set.,N/A,N/A
HUN,Debrecen,Delicatessen,Debrecen market deli,"Hajdúság cheese, honey and pantry from the city market",Debrecen,47.5430,21.6390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Debrecen deli. Pair with Debreczeni Sör.,N/A,N/A
HUN,Debrecen,Local Snacks,Debrecen student snacks,Packaged snacks for University of Debrecen baskets,Debrecen,47.5430,21.6390,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Student volume. Exclude Győri keksz-style national biscuits.,N/A,N/A
HUN,Győr,Delicatessen,Pannonhalma abbey pantry,"Abbey jam, honey and a short wine add-on next to the beer",Győr,47.6849,17.6350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,In-range abbey grocery. Exclude Győri keksz.,N/A,N/A
HUN,Győr,Local Snacks,Győr worker and student snacks,Packaged snacks for an industrial-university city,Győr,47.6849,17.6350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Volume snacks. Old Swan and Pannonhalma stay the drink listings.,N/A,N/A
HUN,Győr,Butcher Shop,Győr neighbourhood butchers,Family meat for a Danube industrial city,Győr,47.6849,17.6350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family protein. Not a Budapest hall deli.,N/A,N/A
HUN,Pécs,Distillery,Bock Villány,Second Villány estate ranged into Pécs,Pécs,46.0640,18.2325,N/A,N/A,N/A,N/A,https://www.bock.hu/,N/A,Villány family winery,Second Pécs wine listing next to Gere. Unicum stays off the hyperlocal tab.,N/A,N/A
HUN,Pécs,Delicatessen,Pécs market deli,"Baranya cheese, honey and pantry",Pécs,46.0640,18.2325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,University-city deli. Pair with SteamCraft.,N/A,N/A
HUN,Pécs,Local Snacks,Pécs student snacks,Packaged snacks for University of Pécs baskets,Pécs,46.0640,18.2325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Student volume. Villány stays the unique listing.,N/A,N/A
HUN,Pécs,Butcher Shop,Pécs neighbourhood butchers,Family meat for a first-store-depth city that already has a warehouse,Pécs,46.0640,18.2325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family protein. Not a Szeged paprika clone.,N/A,N/A
HUN,Szeged,Delicatessen,Szeged paprika and pickle pantry,"Rubin-adjacent pantry: peppers, pickles and Great Plain cheese",Szeged,46.2530,20.1410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Szeged deli next to Rubin. Exclude Pick.,N/A,N/A
HUN,Szeged,Local Snacks,Szeged student snacks,Packaged snacks for University of Szeged baskets,Szeged,46.2530,20.1410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Student volume. Paprika stays the hero SKU.,N/A,N/A
HUN,Szeged,Butcher Shop,Szeged neighbourhood butchers,Family meat plus a short Tisza-fish pairing,Szeged,46.2530,20.1410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Protein next to river fish. Exclude Pick as national.,N/A,N/A
HUN,Miskolc,Distillery,Disznókő (Tokaj),Named Tokaj estate for a first Miskolc store,Miskolc,48.1034,20.7784,N/A,N/A,N/A,N/A,https://www.disznoko.hu/,N/A,Tokaj estate; Miskolc is closer to Tokaj than Budapest is,Named first-store wine versus a generic 'Tokaj pantry' row. Skip Borsodi.,N/A,N/A
HUN,Miskolc,Delicatessen,Miskolc market deli,"Borsod cheese, honey and pantry",Miskolc,48.1034,20.7784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First-store deli. Tokaj stays the unique listing.,N/A,N/A
HUN,Miskolc,Butcher Shop,Miskolc neighbourhood butchers,Family meat for a first store,Miskolc,48.1034,20.7784,N/A,N/A,N/A,N/A,N/A,N/A,N/A,First-store protein. Not a Budapest hall clone.,N/A,N/A
HUN,Debrecen,Fruits & Vegetables,Nagyerdő produce shops,University-belt fruit and cooking veg,Nagyerdő,47.5550,21.6230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nagyerdő is in range of Debrecen. Student veg; Black Sheep stays the roast.,N/A,N/A
HUN,Szeged,Fruits & Vegetables,Újszeged produce shops,East-of-Tisza family fruit and cooking veg,Újszeged,46.2500,20.1600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Újszeged is in range of Szeged. Family veg; Rubin stays the city SKU.,N/A,N/A
