Country,City,Category,Producer,Key Products/Specialties,Neighbourhood,Latitude,Longitude,Google Rating,Google Reviews,Instagram Followers,TikTok Followers,Website / IG,Email,Press Mentions,Selection Rationale,Photo URL,Photo Source
AZE,Baku,Fruits & Vegetables,Taza Bazaar produce halls,Seasonal fruit; herbs; pomegranates and village veg,Baku,40.3865,49.8465,N/A,N/A,N/A,N/A,N/A,N/A,MarketHopper,Origin-led produce to match the 2026 Green Market dairy-traceability push.,N/A,N/A
AZE,Baku,Delicatessen,Taza Bazaar dairy and honey stalls,Village qatıq; pendir; honey and jams,Baku,40.3865,49.8465,N/A,N/A,N/A,N/A,N/A,N/A,AZE.US Green Market origin labels Aug 2026,Traceable village dairy is the listing gap versus Bravo/Araz private label.,N/A,N/A
AZE,Baku,Brewery,Beerbaşa Məhlə,House beer and beer snacks on Samad Vurgun,Baku,40.3865,49.8465,N/A,N/A,N/A,N/A,https://beerbasha.az/,N/A,Beerbaşa neighbourhood pub,Brewpub next to Taza Bazaar for the original Wolt Market Baku catchment.,N/A,N/A
AZE,Baku,Soft Drinks,Badamlı,Naturally carbonated Nakhchivan mineral water,Baku,40.3865,49.8465,N/A,N/A,N/A,N/A,N/A,N/A,National heritage brand,Azerbaijani mineral-water hero versus imported sparkling; volume SKU with a local origin story.,N/A,N/A
AZE,Baku,Soft Drinks,Sirab,Babek-region mineral water,Baku,40.3865,49.8465,N/A,N/A,N/A,N/A,N/A,N/A,Local table-water staple,Everyday local water for the 28 May / Taza catchment; pair with Badamlı as the sparkling option.,N/A,N/A
AZE,Baku,Local Snacks,Taza Bazaar nut and dried-fruit stalls,Sunflower seeds; dried fruit; churchkhela-style sweets,Baku,40.3865,49.8465,N/A,N/A,N/A,N/A,N/A,N/A,MarketHopper,Impulse evening snack set that bazaar shoppers already buy and delivery currently misses.,N/A,N/A
AZE,Baku,Fruits & Vegetables,Yeni Yasamal Bazaar,Everyday produce and homemade goods,Yasamal,40.378,49.8105,N/A,N/A,N/A,N/A,N/A,N/A,Expat Exchange Baku markets,Student and family produce for Yasamal; cheaper and more local than Landmark fruit.,N/A,N/A
AZE,Baku,Local Snacks,Yeni Yasamal homemade counters,Home-style sweets; pickles and baked snacks,Yasamal,40.378,49.8105,N/A,N/A,N/A,N/A,N/A,N/A,Expat Exchange local market note,Homemade bazaar snacks fit BSU flats better than Port Baku gourmet.,N/A,N/A
AZE,Baku,Soft Drinks,Jalə,Carton juices and nectars from Gabala fruit,Yasamal,40.378,49.8105,N/A,N/A,N/A,N/A,https://jale.az/,N/A,Gilan Gabala,Affordable local juice for student and family baskets in Yasamal.,N/A,N/A
AZE,Baku,Fruits & Vegetables,Nəsimi bazarı,Local produce for the Imran Qasimov residential belt,Nasimi,40.3948,49.8275,N/A,N/A,N/A,N/A,N/A,N/A,Listed next to Wolt Market Nasimi,Residential produce versus Taza's more tourist-facing counters two streets away.,N/A,N/A
AZE,Baku,Butcher Shop,Nəsimi bazaar meat counters,Lamb and chicken for family cooking,Nasimi,40.3948,49.8275,N/A,N/A,N/A,N/A,N/A,N/A,Nasimi market,Family protein ranging for inner Nasimi; keep cuts everyday not Landmark-premium.,N/A,N/A
AZE,Baku,Delicatessen,Nəsimi dairy stalls,Qatıq; pendir and village cream,Nasimi,40.3948,49.8275,N/A,N/A,N/A,N/A,N/A,N/A,Same origin-label push as Green Market,Traceable dairy for a dense residential catchment that still shops the bazaar.,N/A,N/A
AZE,Baku,Fruits & Vegetables,Binəqədi bazarı,Everyday fruit and veg for northwest Baku families,Binagadi,40.4555,49.823,N/A,N/A,N/A,N/A,N/A,N/A,District market,Value produce for the most residential and industrial catchment; skip Landmark premium fruit.,N/A,N/A
AZE,Baku,Butcher Shop,Binəqədi bazaar butchers,Affordable lamb and chicken,Binagadi,40.4555,49.823,N/A,N/A,N/A,N/A,N/A,N/A,District market,Volume protein; Binagadi wants family packs not Port Baku steaks.,N/A,N/A
AZE,Baku,Soft Drinks,Sirab,Local mineral water,Binagadi,40.4555,49.823,N/A,N/A,N/A,N/A,N/A,N/A,National table water,Core beverage staple for family baskets in northwest Baku.,N/A,N/A
AZE,Baku,Coffee Roastery,United Coffee Beans Tunnel,Specialty beans near Khatai metro,Khalglar,40.3955,49.954,N/A,N/A,N/A,N/A,https://ucb.az/,hello@ucb.az,UCB Khatai branch,East-Baku UCB flagship; do not only list the downtown shop in this catchment.,N/A,N/A
AZE,Baku,Coffee Roastery,United Coffee Beans White City,Specialty coffee in Ağ Şəhər,Khalglar,40.3955,49.954,N/A,N/A,N/A,N/A,https://ucb.az/,hello@ucb.az,UCB White City branch,Premium White City bags for the newer Khatai drinker next to Khalglar.,N/A,N/A
AZE,Baku,Coffee Roastery,SENSUM Coffee,House-roasted Arabica plus bakery cafes,Khalglar,40.3955,49.954,N/A,N/A,N/A,N/A,https://sensum.az/en/coffee,N/A,Sensum Roastery 2022-,Newest local roaster with White City and Port Baku cafes; retail beans for Khalglar premium.,N/A,N/A
AZE,Baku,Brewery,Ryumochnaya by Beerbaşa,Beerbaşa beers in White City,Khalglar,40.3955,49.954,N/A,N/A,N/A,N/A,https://beerbasha.az/,N/A,Beerbaşa White City,Craft beer for the newer Khatai/White City drinker; Xırdalan still covers the value end.,N/A,N/A
AZE,Baku,Distillery,Goygol firm store,Goygol wines and classic Azerbaijani brandy,Khalglar,40.3955,49.954,N/A,N/A,N/A,N/A,https://xan.az/,N/A,Goygol Wine Factory Baku shop,Heritage brandy listing on Heydar Aliyev Avenue for east-Baku shoppers.,N/A,N/A
AZE,Baku,Fruits & Vegetables,Xətai produce markets,East-Baku family vegetables plus White City fruit,Khalglar,40.3955,49.954,N/A,N/A,N/A,N/A,N/A,N/A,District markets,Split ranging: value veg for Khatai housing and better fruit for Ağ Şəhər.,N/A,N/A
